[MetaData]
Started = 06/03/2026 15:27:22
Duration = 002:29:13
Maximum Temperature = +19.2
Minimum Temperature = +17.1
Average Temperature = +18.19
Maximum Humidity = 60
Minimum Humidity = 56
Average Humidity = 57.4
[/End MetaData]
Temperature\Humidity Graph,Time,Celsius(°C),High Alarm,Low Alarm,Humidity(%rh),High Alarm rh,Low Alarm rh,dew point(°C),High Alarm dew,Low Alarm dew
439,06/03/2026 17:14:17,17.6,,,59,,,009.5,,
440,06/03/2026 17:14:18,17.5,,,59,,,009.4,,
441,06/03/2026 17:15:17,17.5,,,59,,,009.4,,
442,06/03/2026 17:15:18,17.4,,,59,,,009.3,,
443,06/03/2026 17:16:43,17.4,,,59,,,009.3,,
444,06/03/2026 17:16:44,17.3,,,59,,,009.2,,
445,06/03/2026 17:16:48,17.3,,,59,,,009.2,,
446,06/03/2026 17:16:49,17.4,,,59,,,009.3,,
447,06/03/2026 17:16:53,17.4,,,59,,,009.3,,
448,06/03/2026 17:16:54,17.3,,,59,,,009.2,,
449,06/03/2026 17:19:15,17.3,,,59,,,009.2,,
450,06/03/2026 17:19:16,17.2,,,59,,,009.1,,
451,06/03/2026 17:19:25,17.2,,,59,,,009.1,,
452,06/03/2026 17:19:26,17.3,,,59,,,009.2,,
453,06/03/2026 17:19:40,17.3,,,59,,,009.2,,
454,06/03/2026 17:19:41,17.2,,,59,,,009.1,,
455,06/03/2026 17:19:50,17.2,,,59,,,009.1,,
456,06/03/2026 17:19:51,17.3,,,59,,,009.2,,
457,06/03/2026 17:19:56,17.3,,,59,,,009.2,,
458,06/03/2026 17:19:57,17.2,,,59,,,009.1,,
459,06/03/2026 17:20:00,17.2,,,59,,,009.1,,
460,06/03/2026 17:20:01,17.3,,,59,,,009.2,,
461,06/03/2026 17:20:05,17.3,,,59,,,009.2,,
462,06/03/2026 17:20:06,17.2,,,59,,,009.1,,
463,06/03/2026 17:20:31,17.2,,,59,,,009.1,,
464,06/03/2026 17:20:32,17.3,,,59,,,009.2,,
465,06/03/2026 17:20:36,17.3,,,59,,,009.2,,
466,06/03/2026 17:20:37,17.2,,,59,,,009.1,,
467,06/03/2026 17:22:42,17.2,,,59,,,009.1,,
468,06/03/2026 17:22:43,17.2,,,60,,,009.4,,
469,06/03/2026 17:22:46,17.2,,,60,,,009.4,,
470,06/03/2026 17:22:47,17.2,,,59,,,009.1,,
471,06/03/2026 17:22:57,17.2,,,59,,,009.1,,
472,06/03/2026 17:22:58,17.2,,,60,,,009.4,,
473,06/03/2026 17:23:02,17.2,,,60,,,009.4,,
474,06/03/2026 17:23:03,17.2,,,59,,,009.1,,
475,06/03/2026 17:23:12,17.2,,,59,,,009.1,,
476,06/03/2026 17:23:13,17.2,,,60,,,009.4,,
477,06/03/2026 17:23:17,17.2,,,60,,,009.4,,
478,06/03/2026 17:23:18,17.2,,,59,,,009.1,,
479,06/03/2026 17:23:27,17.2,,,59,,,009.1,,
480,06/03/2026 17:23:28,17.2,,,60,,,009.4,,
481,06/03/2026 17:23:37,17.2,,,60,,,009.4,,
482,06/03/2026 17:23:38,17.2,,,59,,,009.1,,
483,06/03/2026 17:23:39,17.1,,,59,,,009.0,,
484,06/03/2026 17:23:42,17.1,,,59,,,009.0,,
485,06/03/2026 17:23:44,17.2,,,60,,,009.4,,
486,06/03/2026 17:23:48,17.2,,,60,,,009.4,,
487,06/03/2026 17:23:49,17.1,,,60,,,009.3,,
488,06/03/2026 17:25:19,17.1,,,60,,,009.3,,
489,06/03/2026 17:25:20,17.2,,,60,,,009.4,,
490,06/03/2026 17:26:25,17.2,,,60,,,009.4,,
491,06/03/2026 17:26:26,17.3,,,60,,,009.5,,
492,06/03/2026 17:26:29,17.3,,,60,,,009.5,,
493,06/03/2026 17:26:30,17.3,,,59,,,009.2,,
494,06/03/2026 17:26:45,17.3,,,59,,,009.2,,
495,06/03/2026 17:26:46,17.4,,,59,,,009.3,,
496,06/03/2026 17:27:31,17.4,,,59,,,009.3,,
497,06/03/2026 17:27:32,17.5,,,59,,,009.4,,
498,06/03/2026 17:28:11,17.5,,,59,,,009.4,,
499,06/03/2026 17:28:13,17.6,,,59,,,009.5,,
500,06/03/2026 17:29:32,17.6,,,59,,,009.5,,
501,06/03/2026 17:29:33,17.6,,,58,,,009.2,,
502,06/03/2026 17:29:36,17.6,,,58,,,009.2,,
503,06/03/2026 17:29:37,17.6,,,59,,,009.5,,
504,06/03/2026 17:30:33,17.6,,,59,,,009.5,,
505,06/03/2026 17:30:34,17.7,,,59,,,009.6,,
506,06/03/2026 17:30:37,17.7,,,59,,,009.6,,
507,06/03/2026 17:30:38,17.7,,,58,,,009.3,,
508,06/03/2026 17:30:47,17.7,,,58,,,009.3,,
509,06/03/2026 17:30:48,17.7,,,59,,,009.6,,
510,06/03/2026 17:30:58,17.7,,,59,,,009.6,,
511,06/03/2026 17:30:59,17.7,,,58,,,009.3,,
512,06/03/2026 17:31:28,17.7,,,58,,,009.3,,
513,06/03/2026 17:31:29,17.8,,,58,,,009.4,,
514,06/03/2026 17:32:39,17.8,,,58,,,009.4,,
515,06/03/2026 17:32:40,17.9,,,58,,,009.5,,
516,06/03/2026 17:32:44,17.9,,,58,,,009.5,,
517,06/03/2026 17:32:45,17.8,,,58,,,009.4,,
518,06/03/2026 17:32:49,17.8,,,58,,,009.4,,
519,06/03/2026 17:32:50,17.9,,,58,,,009.5,,
520,06/03/2026 17:32:54,17.9,,,58,,,009.5,,
521,06/03/2026 17:32:55,17.8,,,58,,,009.4,,
522,06/03/2026 17:32:59,17.8,,,58,,,009.4,,
523,06/03/2026 17:33:00,17.9,,,58,,,009.5,,
524,06/03/2026 17:34:00,17.9,,,58,,,009.5,,
525,06/03/2026 17:34:01,17.8,,,58,,,009.4,,
526,06/03/2026 17:34:35,17.8,,,58,,,009.4,,
527,06/03/2026 17:34:36,17.7,,,58,,,009.3,,
528,06/03/2026 17:34:40,17.7,,,58,,,009.3,,
529,06/03/2026 17:34:42,17.8,,,58,,,009.4,,
530,06/03/2026 17:34:45,17.8,,,58,,,009.4,,
531,06/03/2026 17:34:46,17.7,,,58,,,009.3,,
532,06/03/2026 17:35:10,17.7,,,58,,,009.3,,
533,06/03/2026 17:35:12,17.6,,,58,,,009.2,,
534,06/03/2026 17:36:11,17.6,,,58,,,009.2,,
535,06/03/2026 17:36:12,17.5,,,58,,,009.2,,
536,06/03/2026 17:36:36,17.5,,,58,,,009.2,,
537,06/03/2026 17:36:38,17.4,,,58,,,009.1,,
538,06/03/2026 17:36:57,17.4,,,58,,,009.1,,
539,06/03/2026 17:36:58,17.4,,,59,,,009.3,,
540,06/03/2026 17:37:07,17.4,,,59,,,009.3,,
541,06/03/2026 17:37:08,17.3,,,59,,,009.2,,
542,06/03/2026 17:37:58,17.3,,,59,,,009.2,,
543,06/03/2026 17:37:59,17.4,,,59,,,009.3,,
544,06/03/2026 17:38:03,17.4,,,59,,,009.3,,
545,06/03/2026 17:38:04,17.3,,,59,,,009.2,,
546,06/03/2026 17:38:08,17.3,,,59,,,009.2,,
547,06/03/2026 17:38:09,17.4,,,59,,,009.3,,
548,06/03/2026 17:39:13,17.4,,,59,,,009.3,,
549,06/03/2026 17:39:14,17.5,,,59,,,009.4,,
550,06/03/2026 17:39:54,17.5,,,59,,,009.4,,
551,06/03/2026 17:39:55,17.6,,,59,,,009.5,,
552,06/03/2026 17:40:13,17.6,,,59,,,009.5,,
553,06/03/2026 17:40:14,17.6,,,58,,,009.2,,
554,06/03/2026 17:40:50,17.6,,,58,,,009.2,,
555,06/03/2026 17:40:51,17.7,,,58,,,009.3,,
556,06/03/2026 17:41:35,17.7,,,58,,,009.3,,
557,06/03/2026 17:41:36,17.8,,,58,,,009.4,,
558,06/03/2026 17:42:35,17.8,,,58,,,009.4,,
559,06/03/2026 17:42:37,17.9,,,58,,,009.5,,
560,06/03/2026 17:43:27,17.9,,,58,,,009.5,,
561,06/03/2026 17:43:28,18.0,,,58,,,009.6,,
562,06/03/2026 17:43:32,18.0,,,58,,,009.6,,
563,06/03/2026 17:43:33,17.9,,,58,,,009.5,,
564,06/03/2026 17:43:36,17.9,,,58,,,009.5,,
565,06/03/2026 17:43:37,18.0,,,58,,,009.6,,
566,06/03/2026 17:44:06,18.0,,,58,,,009.6,,
567,06/03/2026 17:44:07,18.0,,,57,,,009.4,,
568,06/03/2026 17:45:43,18.0,,,57,,,009.4,,
569,06/03/2026 17:45:44,18.1,,,57,,,009.5,,
570,06/03/2026 17:45:58,18.1,,,57,,,009.5,,
571,06/03/2026 17:45:59,18.0,,,57,,,009.4,,
572,06/03/2026 17:46:08,18.0,,,57,,,009.4,,
573,06/03/2026 17:46:09,18.1,,,57,,,009.5,,
574,06/03/2026 17:47:54,18.1,,,57,,,009.5,,
575,06/03/2026 17:47:55,18.2,,,57,,,009.5,,
576,06/03/2026 17:47:59,18.2,,,57,,,009.5,,
577,06/03/2026 17:48:00,18.1,,,57,,,009.5,,
578,06/03/2026 17:48:05,18.1,,,57,,,009.5,,
579,06/03/2026 17:48:06,18.2,,,57,,,009.5,,
580,06/03/2026 17:48:09,18.2,,,57,,,009.5,,
581,06/03/2026 17:48:10,18.1,,,57,,,009.5,,
582,06/03/2026 17:48:15,18.1,,,57,,,009.5,,
583,06/03/2026 17:48:16,18.2,,,57,,,009.5,,
584,06/03/2026 17:50:21,18.2,,,57,,,009.5,,
585,06/03/2026 17:50:22,18.3,,,57,,,009.6,,
586,06/03/2026 17:50:27,18.3,,,57,,,009.6,,
587,06/03/2026 17:50:28,18.2,,,57,,,009.5,,
588,06/03/2026 17:50:31,18.2,,,57,,,009.5,,
589,06/03/2026 17:50:32,18.3,,,57,,,009.6,,
590,06/03/2026 17:50:41,18.3,,,57,,,009.6,,
591,06/03/2026 17:50:42,18.3,,,56,,,009.4,,
592,06/03/2026 17:50:46,18.3,,,56,,,009.4,,
593,06/03/2026 17:50:47,18.2,,,57,,,009.5,,
594,06/03/2026 17:51:02,18.2,,,57,,,009.5,,
595,06/03/2026 17:51:03,18.3,,,57,,,009.6,,
596,06/03/2026 17:51:17,18.3,,,57,,,009.6,,
597,06/03/2026 17:51:18,18.2,,,57,,,009.5,,
598,06/03/2026 17:51:22,18.2,,,57,,,009.5,,
599,06/03/2026 17:51:23,18.3,,,57,,,009.6,,
600,06/03/2026 17:52:12,18.3,,,57,,,009.6,,
601,06/03/2026 17:52:13,18.3,,,56,,,009.4,,
602,06/03/2026 17:56:35,18.3,,,56,,,009.4,,
