Timestamp,Elapsed Time (s),Power (W)
2026-06-03 18:39:01,40.15,0.0125675257
2026-06-03 18:39:02,41.15,0.012553121
2026-06-03 18:39:03,42.16,0.0125003103
2026-06-03 18:39:04,43.16,0.0124699036
2026-06-03 18:39:05,44.16,0.0125675257
2026-06-03 18:39:06,45.17,0.0126907509
2026-06-03 18:39:07,46.17,0.012805975
2026-06-03 18:39:08,47.18,0.0128923962
2026-06-03 18:39:09,48.18,0.0127435634
2026-06-03 18:39:10,49.18,0.0127083557
2026-06-03 18:39:11,50.19,0.0126075326
2026-06-03 18:39:12,51.19,0.0125723248
2026-06-03 18:39:13,52.19,0.0124795064
2026-06-03 18:39:14,53.20,0.0124955093
2026-06-03 18:39:15,54.20,0.012537119
2026-06-03 18:39:16,55.20,0.0125835277
2026-06-03 18:39:17,56.21,0.0126491431
2026-06-03 18:39:18,57.21,0.0127595663
2026-06-03 18:39:19,58.22,0.0127419634
2026-06-03 18:39:20,59.22,0.0125963315
2026-06-03 18:39:21,60.22,0.0125259152
2026-06-03 18:39:22,61.23,0.0125195142
2026-06-03 18:39:23,62.23,0.0125275161
2026-06-03 18:39:24,63.23,0.0124955093
2026-06-03 18:39:25,64.24,0.0125115132
2026-06-03 18:39:26,65.24,0.0126075326
2026-06-03 18:39:27,66.25,0.0126491431
2026-06-03 18:39:28,67.25,0.0126235373
2026-06-03 18:39:29,68.25,0.0126299374
2026-06-03 18:39:30,69.26,0.0126315374
2026-06-03 18:39:31,70.26,0.0124811064
2026-06-03 18:39:32,71.26,0.0124651026
2026-06-03 18:39:33,72.27,0.0125403199
2026-06-03 18:39:34,73.27,0.0125179132
2026-06-03 18:39:35,74.28,0.0125051113
2026-06-03 18:39:36,75.28,0.0125643248
2026-06-03 18:39:37,76.28,0.0126235373
2026-06-03 18:39:38,77.29,0.012666746
2026-06-03 18:39:39,78.29,0.0125627238
2026-06-03 18:39:40,79.29,0.0124635017
2026-06-03 18:39:41,80.30,0.0124699036
2026-06-03 18:39:42,81.30,0.0125259152
2026-06-03 18:39:43,82.30,0.0125883296
2026-06-03 18:39:44,83.31,0.0124891074
2026-06-03 18:39:45,84.31,0.0125051113
2026-06-03 18:39:46,85.32,0.0124939084
2026-06-03 18:39:47,86.32,0.0125419181
2026-06-03 18:39:48,87.32,0.0125883296
2026-06-03 18:39:49,88.33,0.0125035113
2026-06-03 18:39:50,89.33,0.0124282939
2026-06-03 18:39:51,90.33,0.0124939084
2026-06-03 18:39:52,91.34,0.0125035113
2026-06-03 18:39:53,92.34,0.0125547219
2026-06-03 18:39:54,93.34,0.0124875065
2026-06-03 18:39:55,94.35,0.0124747045
2026-06-03 18:39:56,95.35,0.0124795064
2026-06-03 18:39:57,96.35,0.0124795064
2026-06-03 18:39:58,97.36,0.0124987094
2026-06-03 18:39:59,98.36,0.0125595229
2026-06-03 18:40:00,99.37,0.0125099132
2026-06-03 18:40:01,100.37,0.0124763055
2026-06-03 18:40:02,101.37,0.0125755258
2026-06-03 18:40:03,102.38,0.01254992
2026-06-03 18:40:04,103.38,0.0126187364
2026-06-03 18:40:05,104.38,0.0124891074
2026-06-03 18:40:06,105.39,0.0124763055
2026-06-03 18:40:07,106.39,0.012415492
2026-06-03 18:40:08,107.39,0.0124875065
2026-06-03 18:40:09,108.40,0.012412291
2026-06-03 18:40:10,109.40,0.0125195142
2026-06-03 18:40:11,110.40,0.0124971094
2026-06-03 18:40:12,111.41,0.0126139345
2026-06-03 18:40:13,112.41,0.0126907509
2026-06-03 18:40:14,113.42,0.0125899296
2026-06-03 18:40:15,114.42,0.0125707267
2026-06-03 18:40:16,115.42,0.0124699036
2026-06-03 18:40:17,116.43,0.0124923084
2026-06-03 18:40:18,117.43,0.0125115132
2026-06-03 18:40:19,118.43,0.0124827074
2026-06-03 18:40:20,119.44,0.0124987094
2026-06-03 18:40:21,120.44,0.0125867287
2026-06-03 18:40:22,121.44,0.0126875518
2026-06-03 18:40:23,122.45,0.0127531644
2026-06-03 18:40:24,123.45,0.0126331383
2026-06-03 18:40:25,124.45,0.0125099132
2026-06-03 18:40:26,125.46,0.012553121
2026-06-03 18:40:27,126.46,0.0124683036
2026-06-03 18:40:28,127.47,0.0124827074
2026-06-03 18:40:29,128.47,0.0124570997
2026-06-03 18:40:30,129.47,0.0124891074
2026-06-03 18:40:31,130.48,0.0125851287
2026-06-03 18:40:32,131.48,0.012676348
2026-06-03 18:40:33,132.48,0.0127643673
2026-06-03 18:40:34,133.49,0.0126923509
2026-06-03 18:40:35,134.49,0.0125707267
2026-06-03 18:40:36,135.49,0.0125739248
2026-06-03 18:40:37,136.50,0.0124410978
2026-06-03 18:40:38,137.50,0.0123994872
2026-06-03 18:40:39,138.50,0.0124907074
2026-06-03 18:40:40,139.51,0.0125691257
2026-06-03 18:40:41,140.51,0.0126059325
2026-06-03 18:40:42,141.51,0.0127467643
2026-06-03 18:40:43,142.52,0.0127771692
2026-06-03 18:40:44,143.52,0.0127147576
2026-06-03 18:40:45,144.52,0.0126875518
2026-06-03 18:40:46,145.53,0.0125627238
2026-06-03 18:40:47,146.53,0.01254672
2026-06-03 18:40:48,147.54,0.0124042891
2026-06-03 18:40:49,148.54,0.0125035113
2026-06-03 18:40:50,149.54,0.0126043316
2026-06-03 18:40:51,150.55,0.0126299374
2026-06-03 18:40:52,151.55,0.0128955953
2026-06-03 18:40:53,152.56,0.0129820136
2026-06-03 18:40:54,153.56,0.0127787692
2026-06-03 18:40:55,154.56,0.0126955518
2026-06-03 18:40:56,155.57,0.0125755258
2026-06-03 18:40:58,156.58,0.0125419181
2026-06-03 18:40:59,157.58,0.012538719
2026-06-03 18:41:00,158.58,0.0125691257
2026-06-03 18:41:01,159.59,0.0126043316
2026-06-03 18:41:02,160.59,0.0127115566
2026-06-03 18:41:03,161.59,0.0129083982
2026-06-03 18:41:04,162.60,0.0130652329
2026-06-03 18:41:05,163.60,0.012930803
2026-06-03 18:41:06,164.61,0.012807576
2026-06-03 18:41:07,165.61,0.0126987528
2026-06-03 18:41:08,166.61,0.0125851287
2026-06-03 18:41:09,167.62,0.0125627238
2026-06-03 18:41:10,168.62,0.0126587451
2026-06-03 18:41:11,169.63,0.0127755711
2026-06-03 18:41:12,170.63,0.0129132001
2026-06-03 18:41:13,171.64,0.0131452503
2026-06-03 18:41:14,172.64,0.0131932599
2026-06-03 18:41:15,173.65,0.0130300252
2026-06-03 18:41:16,174.65,0.0128171789
2026-06-03 18:41:17,175.66,0.012794774
2026-06-03 18:41:18,176.67,0.0126379393
2026-06-03 18:41:19,177.68,0.0125755258
2026-06-03 18:41:20,178.68,0.0126811499
2026-06-03 18:41:21,179.69,0.0128171789
