Timestamp,Elapsed Time (s),Power (W)
2026-06-03 18:52:40,153.67,0.0305922348
2026-06-03 18:52:41,154.68,0.0312387738
2026-06-03 18:52:42,155.68,0.031878911
2026-06-03 18:52:43,156.68,0.0324822403
2026-06-03 18:52:44,157.69,0.0323670171
2026-06-03 18:52:45,158.69,0.0318597071
2026-06-03 18:52:46,159.69,0.0312355738
2026-06-03 18:52:47,160.70,0.0307570696
2026-06-03 18:52:48,161.70,0.030084921
2026-06-03 18:52:49,162.70,0.0303521808
2026-06-03 18:52:50,163.71,0.0309571102
2026-06-03 18:52:51,164.71,0.0316052511
2026-06-03 18:52:52,165.71,0.0321861766
2026-06-03 18:52:53,166.72,0.0327655002
2026-06-03 18:52:54,167.72,0.0326822847
2026-06-03 18:52:55,168.72,0.0321829766
2026-06-03 18:52:56,169.73,0.0315684453
2026-06-03 18:52:57,170.73,0.0310771372
2026-06-03 18:52:58,171.73,0.030477006
2026-06-03 18:52:59,172.74,0.0306642465
2026-06-03 18:53:00,173.74,0.0314212106
2026-06-03 18:53:01,174.75,0.0319749303
2026-06-03 18:53:02,175.75,0.0326230712
2026-06-03 18:53:03,176.75,0.0331719927
2026-06-03 18:53:04,177.76,0.0329799503
2026-06-03 18:53:05,178.76,0.0324070267
2026-06-03 18:53:06,179.76,0.0319093168
